Hit,Text_id,Context_before,Query_item,Context_after,Tagged_context_before,Tagged_query_item,Tagged_context_after,Matchbegin_corpus_position,Matchend_corpus_position,V1,Permittee,V2,V2_type,V2_permittee_control,V2_valency,Permitter_semantics,Permittee_semantics,Com_channel,BNC_domain,Domain_use,V1_imperative,V2_length,V1_distance
31,A0D,"really puts Mr Merrivale back in the spotlight , does n't it ? If she started to put pressure on &hellip; &equo; &bquo; Ah , but she would n't have , would she ? &equo; said Ethel . &bquo; Not till just before they all left . She 'd have",<<< let him get in >>>,"as deep as possible and then started the pressure &hellip; Not that I 've any time for him any longer &mdash; going on like that when his poor wife was near her time . &equo; &bquo; That 's exactly the time many gentlemen do go astray , &equo; said Bill .","really_AV0 puts_VVZ Mr_NP0 Merrivale_NP0 back_NN1 in_PRP the_AT0 spotlight_NN1 ,_PUN does_VDZ n't_XX0 it_PNP ?_PUN If_CJS she_PNP started_VVD to_TO0 put_VVI pressure_NN1 on_PRP-AVP &hellip;_PUN &equo;_PUQ &bquo;_PUQ Ah_ITJ ,_PUN but_CJC she_PNP would_VM0 n't_XX0 have_VHI ,_PUN would_VM0 she_PNP ?_PUN &equo;_PUQ said_VVD Ethel_NP0 ._PUN &bquo;_PUQ Not_XX0 till_CJS just_AV0 before_CJS they_PNP all_DT0 left_VVD-VVN ._PUN She_PNP 'd_VM0 have_VHI",<<< let_VVN him_PNP get_VVI in_AVP-PRP >>>,"as_AV0 deep_AV0-AJ0 as_CJS possible_AJ0 and_CJC then_AV0 started_VVD the_AT0 pressure_NN1 &hellip;_PUN Not_XX0 that_CJT I_PNP 've_VHB any_DT0 time_NN1 for_PRP him_PNP any_AV0 longer &mdash;_PUN going_VVG on_AVP like_PRP that_DT0 when_CJS his_DPS poor_AJ0 wife_NN1 was_VBD near_PRP her_DPS time_NN1 ._PUN &equo;_PUQ &bquo;_PUQ That_DT0 's_VBZ exactly_AV0 the_AT0 time_NN1 many_DT0 gentlemen_NN2 do_VDB go_VVI astray_AV0-AJ0 ,_PUN &equo;_PUQ said_VVD Bill_NP0-NN1 ._PUN",352081,352084,let,him,get,verb,control,active,animate,animate,written,imaginative,personal,non-imperative,3,1
33,A0F,"and down to the student canteen in the basement . I desperately needed a cup of coffee . I can see that I may have a little difficulty explaining this first part of my story , especially to anyone not acquainted with the often bizarre rituals of academic life .",<<< Let me first explain >>>,"Charles Howard . He had become Director of the school at the start of that academic year . His previous experience had been as assistant boss of one of the smaller London museums . During the final year of office of the previous Director , Ralph Youngman , Charles had","and_CJC down_AVP to_PRP the_AT0 student_NN1 canteen_NN1 in_PRP the_AT0 basement_NN1 ._PUN I_PNP desperately_AV0 needed_VVD a_AT0 cup_NN1 of_PRF coffee_NN1 ._PUN I_PNP can_VM0 see_VVI that_CJT I_PNP may_VM0 have_VHI a_AT0 little_DT0 difficulty_NN1 explaining_VVG this_DT0 first_ORD part_NN1 of_PRF my_DPS story_NN1 ,_PUN especially_AV0 to_PRP anyone_PNI not_XX0 acquainted_VVN with_PRP the_AT0 often_AV0 bizarre_AJ0 rituals_NN2 of_PRF academic_AJ0 life_NN1 ._PUN",<<< Let_VVB me_PNP first_ORD explain_VVI >>>,"Charles_NP0 Howard_NP0 ._PUN He_PNP had_VHD become_VVN Director_NN1 of_PRF the_AT0 school_NN1 at_PRP the_AT0 start_NN1 of_PRF that_DT0 academic_AJ0 year_NN1 ._PUN His_DPS previous_AJ0 experience_NN1 had_VHD been_VBN as_PRP assistant_AJ0 boss_NN1 of_PRF one_CRD of_PRF the_AT0 smaller_AJC London_NP0 museums_NN2 ._PUN During_PRP the_AT0 final_AJ0 year_NN1 of_PRF office_NN1 of_PRF the_AT0 previous_AJ0 Director_NN1 ,_PUN Ralph_NP0 Youngman_NP0 ,_PUN Charles_NP0 had_VHD",378015,378018,let,me,explain,verb,control,active,animate,animate,written,imaginative,personal,imperative,7,2
34,A0F,"thinking when they see how you 've cut the ground from under my feet like this ? What are my students going to think for goodness ' sake ? &equo; He was hesitating , but I had now shot my bolt . &bquo; Charles , I 'm not going to",<<< let you get away >>>,with this . I 'm taking this matter to the highest authority . &equo; He spotted the chink in my armour . &bquo; You already have . The problem is you ca n't accept that fact . &equo; &bquo; Do n't you be patronizing with me . I 'll take,"thinking_VVG-NN1 when_CJS they_PNP see_VVB how_AVQ you_PNP 've_VHB cut_VVN the_AT0 ground_NN1 from_PRP under_PRP my_DPS feet_NN2 like_PRP this_DT0 ?_PUN What_DTQ are_VBB my_DPS students_NN2 going_VVG to_TO0 think_VVI for_PRP goodness_NN1 '_POS sake_NN1 ?_PUN &equo;_PUQ He_PNP was_VBD hesitating_VVG ,_PUN but_CJC I_PNP had_VHD now_AV0 shot_VVN my_DPS bolt_NN1 ._PUN &bquo;_PUQ Charles_NP0 ,_PUN I_PNP 'm_VBB not_XX0 going_VVG to_TO0",<<< let_VVI you_PNP get_VVB away_AV0 >>>,with_PRP this_DT0 ._PUN I_PNP 'm_VBB taking_VVG this_DT0 matter_NN1 to_PRP the_AT0 highest_AJS authority_NN1 ._PUN &equo;_PUQ He_PNP spotted_VVD the_AT0 chink_NN1 in_PRP my_DPS armour_NN1 ._PUN &bquo;_PUQ You_PNP already_AV0 have_VHB ._PUN The_AT0 problem_NN1 is_VBZ you_PNP ca_VM0 n't_XX0 accept_VVI that_DT0 fact_NN1 ._PUN &equo;_PUQ &bquo;_PUQ Do_VDB n't_XX0 you_PNP be_VBI patronizing_AJ0 with_PRP me_PNP ._PUN I_PNP 'll_VM0 take_VVI,379312,379315,let,you ,get away with,phrasal verb,unclear,active,animate,animate,written,imaginative,personal,non-imperative,11,1
35,A0F,". &bquo; What do you mean ? &equo; he asked , flustered . &bquo; I thought it was you who wanted to see me . &equo; &bquo; At your bidding , Charles , only at your bidding . &equo; &bquo; Ah well , in that case , I 'd better",<<< let you know that >>>,"I 've asked Paul Spence to do some of the revision classes for your part of the course . &equo; &bquo; I know , I 've already read the notice . &equo; A thought suddenly struck me . &bquo; Do you mean his revision classes are meant to take the","._PUN &bquo;_PUQ What_DTQ do_VDB you_PNP mean_VVI ?_PUN &equo;_PUQ he_PNP asked_VVD ,_PUN flustered_VVD ._PUN &bquo;_PUQ I_PNP thought_VVD it_PNP was_VBD you_PNP who_PNQ wanted_VVD to_TO0 see_VVI me_PNP ._PUN &equo;_PUQ &bquo;_PUQ At_PRP your_DPS bidding_NN1 ,_PUN Charles_NP0 ,_PUN only_AV0 at_PRP your_DPS bidding_NN1 ._PUN &equo;_PUQ &bquo;_PUQ Ah_ITJ well_AV0 ,_PUN in_PRP that_DT0 case_NN1 ,_PUN I_PNP 'd_VHD better_AV0",<<< let_VVI you_PNP know_VVI that_CJT >>>,"I_PNP 've_VHB asked_VVN Paul_NP0 Spence_NP0 to_TO0 do_VDI some_DT0 of_PRF the_AT0 revision_NN1 classes_NN2 for_PRP your_DPS part_NN1 of_PRF the_AT0 course_NN1 ._PUN &equo;_PUQ &bquo;_PUQ I_PNP know_VVB ,_PUN I_PNP 've_VHB already_AV0 read_VVN the_AT0 notice_NN1 ._PUN &equo;_PUQ A_AT0 thought_NN1 suddenly_AV0 struck_VVD-VVN me_PNP ._PUN &bquo;_PUQ Do_VDB you_PNP mean_VVI his_DPS revision_NN1 classes_NN2 are_VBB meant_VVN to_TO0 take_VVI the_AT0",380776,380779,let,you ,know,verb,unclear,active,animate,animate,written,imaginative,personal,non-imperative,4,1
37,A0F,I had arguably made myself voluntarily unemployed and was therefore entitled to benefit money only after a certain period . They were n't sure if this applied in my case but they were investigating the matter . &bquo; How long is this all going to take ? &equo; They would,<<< let me know as >>>,"soon as possible . &bquo; Yes , but days ? Weeks ? Months ? Years ? &equo; It would be as soon as possible , but they could n't say exactly how long . No longer than a fortnight , hopefully . &bquo; What am I supposed to live on in",I_PNP had_VHD arguably_AV0 made_VVN myself_PNX voluntarily_AV0 unemployed_AJ0 and_CJC was_VBD therefore_AV0 entitled_AJ0 to_TO0 benefit_VVI money_NN1 only_AV0 after_PRP a_AT0 certain_AJ0 period_NN1 ._PUN They_PNP were_VBD n't_XX0 sure_AJ0 if_CJS this_DT0 applied_VVD-VVN in_PRP-AVP my_DPS case_NN1 but_CJC they_PNP were_VBD investigating_VVG the_AT0 matter_NN1 ._PUN &bquo;_PUQ How_AVQ long_AV0-AJ0 is_VBZ this_DT0 all_DT0 going_VVG to_TO0 take_VVI ?_PUN &equo;_PUQ They_PNP would_VM0,<<< let_VVI me_PNP know_VVI as_AV0 >>>,"soon_AV0 as_CJS possible_AJ0 ._PUN &bquo;_PUQ Yes_ITJ ,_PUN but_CJC days_NN2 ?_PUN Weeks_NN2 ?_PUN Months_NN2 ?_PUN Years_NN2 ?_PUN &equo;_PUQ It_PNP would_VM0 be_VBI as_AV0 soon_AV0 as_CJS possible_AJ0 ,_PUN but_CJC they_PNP could_VM0 n't_XX0 say_VVI exactly_AV0 how_AVQ long_AV0-AJ0 ._PUN No_AV0 longer than_CJS a_AT0 fortnight_NN1 ,_PUN hopefully_AV0 ._PUN &bquo;_PUQ What_DTQ am_VBB I_PNP supposed_AJ0 to_TO0 live_VVI on_AVP in_PRP",394301,394304,let,me,know,verb,unclear,active,animate,animate,written,imaginative,personal,non-imperative,4,1
38,A0F,"( joy ! ) and then stopped them again . This time it was just a computer error they thought &mdash; apparently a fairly common occurrence when there 's been some form of disruption to a claim . Unfortunately , a strike was also affecting things . They would of course",<<< let me know what >>>,was going on as soon as possible . My landlord did get me out eventually . After the big stick came the carrot : he offered to pay my first month 's rent at a hostel he knew . The manager there was quite happy to take people on social,"(_PUL joy_NN1 !_PUN )_PUR and_CJC then_AV0 stopped_VVD them_PNP again_AV0 ._PUN This_DT0 time_NN1 it_PNP was_VBD just_AV0 a_AT0 computer_NN1 error_NN1 they_PNP thought_VVD &mdash;_PUN apparently_AV0 a_AT0 fairly_AV0 common_AJ0 occurrence_NN1 when_CJS-AVQ there_EX0 's_VHZ been_VBN some_DT0 form_NN1 of_PRF disruption_NN1 to_PRP a_AT0 claim_NN1 ._PUN Unfortunately_AV0 ,_PUN a_AT0 strike_NN1 was_VBD also_AV0 affecting_VVG-AJ0 things_NN2 ._PUN They_PNP would_VM0 of_AV0 course",<<< let_VVI me_PNP know_VVI what_DTQ >>>,was_VBD going_VVG on_AVP-PRP as_AV0 soon_AV0 as_CJS possible_AJ0 ._PUN My_DPS landlord_NN1 did_VDD get_VVI me_PNP out_AVP eventually_AV0 ._PUN After_CJS-PRP the_AT0 big_AJ0 stick_NN1 came_VVD the_AT0 carrot_NN1 :_PUN he_PNP offered_VVD to_TO0 pay_VVI my_DPS first_ORD month_NN1 's_POS rent_NN1 at_PRP a_AT0 hostel_NN1 he_PNP knew_VVD ._PUN The_AT0 manager_NN1 there_EX0 was_VBD quite_AV0 happy_AJ0 to_TO0 take_VVI people_NN0 on_PRP social_AJ0,394637,394640,let,me,know,verb,unclear,active,animate,animate,written,imaginative,personal,non-imperative,4,1
39,A0F,"list then ? &equo; &bquo; No , not yet . They have n't even got my benefits sorted out . Look , you must excuse my appalling manners . Would you like to come round for a cup of tea ? &equo; &bquo; Ooh , that would be lovely .",<<< Let me get the >>>,"little ones to bed and I 'll be right round . &equo; Everything of mine at that stage was still packed , but I had set aside a separate box for tea and coffee things so tea was easy to arrange . &bquo; This is where they herd the humans","list_NN1 then_AV0 ?_PUN &equo;_PUQ &bquo;_PUQ No_ITJ ,_PUN not_XX0 yet_AV0 ._PUN They_PNP have_VHB n't_XX0 even_AV0 got_VVN my_DPS benefits_NN2 sorted_VVN out_AVP ._PUN Look_VVB ,_PUN you_PNP must_VM0 excuse_VVI my_DPS appalling_AJ0 manners_NN2 ._PUN Would_VM0 you_PNP like_VVI to_TO0 come_VVI round_AVP for_PRP a_AT0 cup_NN1 of_PRF tea_NN1 ?_PUN &equo;_PUQ &bquo;_PUQ Ooh_ITJ ,_PUN that_DT0-CJT would_VM0 be_VBI lovely_AJ0 ._PUN",<<< Let_VVB me_PNP get_VVI the_AT0 >>>,"little_AJ0 ones_NN2 to_PRP bed_NN1 and_CJC I_PNP 'll_VM0 be_VBI right_AV0 round_AVP ._PUN &equo;_PUQ Everything_PNI of_PRF mine_PNP at_PRP that_DT0 stage_NN1 was_VBD still_AV0 packed_VVN-VVD ,_PUN but_CJC I_PNP had_VHD set_VVN aside_AV0 a_AT0 separate_AJ0 box_NN1 for_PRP tea_NN1 and_CJC coffee_NN1 things_NN2 so_AV0 tea_NN1 was_VBD easy_AJ0 to_TO0 arrange_VVI ._PUN &bquo;_PUQ This_DT0 is_VBZ where_AVQ they_PNP herd_VVB the_AT0 humans_NN2",395873,395876,let,me,get,verb,control,active,animate,animate,written,imaginative,personal,imperative,3,1
40,A0F,the mug and staring at the coffee . The young man had broken the spell . I was now better able to concentrate and better able to take stock . Travelling on would be impossible . Staying would also be impossible in the long run but that young man would,<<< let me stay for >>>,"a little while &mdash; until the restaurant closed , anyway . That would n't be time enough to think but at least it would give me a chance to calm down . After a few minutes , my friend reappeared . &bquo; Something wrong with the coffee ? &equo; &bquo; No",the_AT0 mug_NN1 and_CJC staring_VVG at_PRP the_AT0 coffee_NN1 ._PUN The_AT0 young_AJ0 man_NN1 had_VHD broken_VVN the_AT0 spell_NN1 ._PUN I_PNP was_VBD now_AV0 better_AV0 able_AJ0 to_TO0 concentrate_VVI and_CJC better_AV0 able_AJ0 to_TO0 take_VVI stock_NN1 ._PUN Travelling_VVG on_AVP-PRP would_VM0 be_VBI impossible_AJ0 ._PUN Staying_VVG-NN1 would_VM0 also_AV0 be_VBI impossible_AJ0 in_PRP the_AT0 long_AJ0 run_NN1 but_CJC that_DT0 young_AJ0 man_NN1 would_VM0,<<< let_VVI me_PNP stay_VVI for_PRP >>>,"a_AT0 little_AJ0 while_NN1 &mdash;_PUN until_CJS the_AT0 restaurant_NN1 closed_VVD ,_PUN anyway_AV0 ._PUN That_DT0 would_VM0 n't_XX0 be_VBI time_NN1 enough_AV0 to_TO0 think_VVI but_CJC at_AV0 least it_PNP would_VM0 give_VVI me_PNP a_AT0 chance_NN1 to_TO0 calm_VVI down_AVP ._PUN After_PRP a_AT0 few_DT0 minutes_NN2 ,_PUN my_DPS friend_NN1 reappeared_VVD ._PUN &bquo;_PUQ Something_PNI wrong_AJ0-AV0 with_PRP the_AT0 coffee_NN1 ?_PUN &equo;_PUQ &bquo;_PUQ No_ITJ",400889,400892,let,me,stay,verb,control,active,animate,animate,written,imaginative,personal,non-imperative,4,1
41,A0F,"garden ? &equo; &bquo; Kathleen , if you think I 'm going to live in the shed at the bottom of your garden you 're &hellip; , She raised a hand . &bquo; No , no , do n't worry . It 's slightly better than that . Listen ,",<<< let me start at >>>,"the beginning . I 've had another word with Personnel and they say that even though I ca n't have any more full-timers , I can have a part-timer to help me with making the sandwiches in the morning and clearing up last thing at night . All we have to","garden_NN1 ?_PUN &equo;_PUQ &bquo;_PUQ Kathleen_NP0 ,_PUN if_CJS you_PNP think_VVB I_PNP 'm_VBB going_VVG to_TO0 live_VVI in_PRP the_AT0 shed_NN1 at_PRP the_AT0 bottom_NN1 of_PRF your_DPS garden_NN1 you_PNP 're_VBB &hellip;_PUN ,_PUN She_PNP raised_VVD a_AT0 hand_NN1 ._PUN &bquo;_PUQ No_ITJ ,_PUN no_ITJ ,_PUN do_VDB n't_XX0 worry_VVI ._PUN It_PNP 's_VBZ slightly_AV0 better_AJC than_CJS that_DT0 ._PUN Listen_VVB ,_PUN",<<< let_VVB me_PNP start_VVI at_PRP >>>,"the_AT0 beginning_NN1 ._PUN I_PNP 've_VHB had_VHN another_DT0 word_NN1 with_PRP Personnel_NN2 and_CJC they_PNP say_VVB that_CJT even_CJS though I_PNP ca_VM0 n't_XX0 have_VHI any_DT0 more_DT0 full-timers_NN2 ,_PUN I_PNP can_VM0 have_VHI a_AT0 part-timer_NN1 to_TO0 help_VVI me_PNP with_PRP making_VVG the_AT0 sandwiches_NN2 in_PRP the_AT0 morning_NN1 and_CJC clearing_VVG up_AVP last_ORD thing_NN1 at_PRP night_NN1 ._PUN All_DT0 we_PNP have_VHB to_TO0",407488,407491,let,me,start,verb,control,active,animate,animate,written,imaginative,personal,imperative,5,1
43,A0F,"have a young friend in her early twenties who wants to do some A-levels at a reasonable nightschool in London . Arts type of things . I 'm really just trying to find out if anyone knows of somewhere decent . &equo; &bquo; Ca n't think of anywhere myself ,",<<< let me think for >>>,"a minute . Actually , the best thing would be if I could get back to you . I 'll put the word around and see if anybody can come up with something . &equo; &bquo; I work rather odd hours but you can always leave a message for me","have_VHB a_AT0 young_AJ0 friend_NN1 in_PRP her_DPS early_AJ0 twenties_CRD who_PNQ wants_VVZ to_TO0 do_VDI some_DT0 A-levels_NN2 at_PRP a_AT0 reasonable_AJ0 nightschool_NN1 in_PRP London_NP0 ._PUN Arts_NN2 type_NN1 of_PRF things_NN2 ._PUN I_PNP 'm_VBB really_AV0 just_AV0 trying_VVG to_TO0 find_VVI out_AVP if_CJS anyone_PNI knows_VVZ of_PRF somewhere_AV0 decent_AJ0 ._PUN &equo;_PUQ &bquo;_PUQ Ca_VM0 n't_XX0 think_VVI of_PRF anywhere_AV0 myself_PNX ,_PUN",<<< let_VVB me_PNP think_VVI for_PRP >>>,"a_AT0 minute_NN1 ._PUN Actually_AV0 ,_PUN the_AT0 best_AJS thing_NN1 would_VM0 be_VBI if_CJS I_PNP could_VM0 get_VVI back_AVP to_PRP you_PNP ._PUN I_PNP 'll_VM0 put_VVI the_AT0 word_NN1 around_AVP-PRP and_CJC see_VVB if_CJS anybody_PNI can_VM0 come_VVI up_AVP with_PRP something_PNI ._PUN &equo;_PUQ &bquo;_PUQ I_PNP work_VVB rather_AV0 odd_AJ0 hours_NN2 but_CJC you_PNP can_VM0 always_AV0 leave_VVI a_AT0 message_NN1 for_PRP me_PNP",420571,420574,let,me,think,verb,control,active,animate,animate,written,imaginative,personal,imperative,5,1
44,A0F,"the resettlement officer had indeed affected me to some extent . I had n't realized just how much I 'd got out of the swing of things but everyone helped as much as they could and I soon adjusted back again . Kathleen , absolute brick to the end , has",<<< let me keep my >>>,"season ticket for London so I 've still been able to pop down there during the day when I feel like it &mdash; and the rail staff at Colchester have been quite happy to let me have a break in my journey . &bquo; You hang on to that ,","the_AT0 resettlement_NN1 officer_NN1 had_VHD indeed_AV0 affected_VVN me_PNP to_PRP some_DT0 extent_NN1 ._PUN I_PNP had_VHD n't_XX0 realized_VVN just_AV0 how_AVQ much_DT0 I_PNP 'd_VHD got_VVN out_PRP of the_AT0 swing_NN1 of_PRF things_NN2 but_CJC everyone_PNI helped_VVD as_AV0 much_DT0 as_CJS they_PNP could_VM0 and_CJC I_PNP soon_AV0 adjusted_VVD back_AVP again_AV0 ._PUN Kathleen_NP0 ,_PUN absolute_AJ0 brick_NN1 to_PRP the_AT0 end_NN1 ,_PUN has_VHZ",<<< let_VVN me_PNP keep_VVI my_DPS >>>,"season_NN1 ticket_NN1 for_PRP London_NP0 so_AV0 I_PNP 've_VHB still_AV0 been_VBN able_AJ0 to_TO0 pop_VVI down_AVP there_AV0 during_PRP the_AT0 day_NN1 when_AVQ I_PNP feel_VVB like_PRP it_PNP &mdash;_PUN and_CJC the_AT0 rail_NN1 staff_NN0 at_PRP Colchester_NP0 have_VHB been_VBN quite_AV0 happy_AJ0 to_TO0 let_VVI me_PNP have_VHI a_AT0 break_NN1 in_PRP my_DPS journey_NN1 ._PUN &bquo;_PUQ You_PNP hang_VVB on_AVP to_PRP that_DT0 ,_PUN",424333,424336,let,me,keep,verb,control,active,animate,animate,written,imaginative,personal,non-imperative,4,1
45,A0F,"back again . Kathleen , absolute brick to the end , has let me keep my season ticket for London so I 've still been able to pop down there during the day when I feel like it &mdash; and the rail staff at Colchester have been quite happy to",<<< let me have a >>>,"break in my journey . &bquo; You hang on to that , love . They can afford it . &equo; In any case , once I got more and more into the swing of writing , I started to spend more time at home doing that . Jenny gave me","back_AVP again_AV0 ._PUN Kathleen_NP0 ,_PUN absolute_AJ0 brick_NN1 to_PRP the_AT0 end_NN1 ,_PUN has_VHZ let_VVN me_PNP keep_VVI my_DPS season_NN1 ticket_NN1 for_PRP London_NP0 so_AV0 I_PNP 've_VHB still_AV0 been_VBN able_AJ0 to_TO0 pop_VVI down_AVP there_AV0 during_PRP the_AT0 day_NN1 when_AVQ I_PNP feel_VVB like_PRP it_PNP &mdash;_PUN and_CJC the_AT0 rail_NN1 staff_NN0 at_PRP Colchester_NP0 have_VHB been_VBN quite_AV0 happy_AJ0 to_TO0",<<< let_VVI me_PNP have_VHI a_AT0 >>>,"break_NN1 in_PRP my_DPS journey_NN1 ._PUN &bquo;_PUQ You_PNP hang_VVB on_AVP to_PRP that_DT0 ,_PUN love_NN1-VVB ._PUN They_PNP can_VM0 afford_VVI it_PNP ._PUN &equo;_PUQ In_PRP any_DT0 case_NN1 ,_PUN once_CJS I_PNP got_VVD more_AV0 and_CJC more_AV0 into_PRP the_AT0 swing_NN1 of_PRF writing_NN1-VVG ,_PUN I_PNP started_VVD to_TO0 spend_VVI more_DT0 time_NN1 at_PRP home_NN1 doing_VDG that_DT0 ._PUN Jenny_NP0 gave_VVD me_PNP",424371,424374,let,me,have  ,verb,control,active,animate,animate,written,imaginative,personal,non-imperative,4,1
46,A0G,"a go one Sunday afternoon , between the hours of 2 and 6pm . We decided not to do teas , you may remember . Then one lady wrote and said that the ladies of the local church should do it for us . If they refused we were to",<<< let her know and >>>,"she 'd write to the bishop . Thankfully , it did n't get that far . One of our neighbours rang to say she 'd booked the village hall and she and her ladies would be doing scones and tea . The proceeds would be in aid of the same charity as","a_AT0 go_NN1 one_CRD Sunday_NP0 afternoon_NN1 ,_PUN between_PRP the_AT0 hours_NN2 of_PRF 2_CRD and_CJC 6pm_AV0 ._PUN We_PNP decided_VVD not_XX0 to_TO0 do_VDI teas_NN2 ,_PUN you_PNP may_VM0 remember_VVI ._PUN Then_AV0 one_CRD lady_NN1 wrote_VVD and_CJC said_VVD that_CJT the_AT0 ladies_NN2 of_PRF the_AT0 local_AJ0 church_NN1 should_VM0 do_VDI it_PNP for_PRP us_PNP ._PUN If_CJS they_PNP refused_VVD we_PNP were_VBD to_TO0",<<< let_VVI her_PNP know_VVI and_CJC >>>,"she_PNP 'd_VM0 write_VVI to_PRP the_AT0 bishop_NN1 ._PUN Thankfully_AV0 ,_PUN it_PNP did_VDD n't_XX0 get_VVI that_AV0 far_AV0 ._PUN One_CRD of_PRF our_DPS neighbours_NN2 rang_VVD to_TO0 say_VVI she_PNP 'd_VHD booked_VVN the_AT0 village_NN1 hall_NN1 and_CJC she_PNP and_CJC her_DPS ladies_NN2 would_VM0 be_VBI doing_VDG scones_NN2 and_CJC tea_NN1 ._PUN The_AT0 proceeds_NN2 would_VM0 be_VBI in_PRP aid of the_AT0 same_DT0 charity_NN1 as_CJS",428239,428242,let,her ,know,verb,unclear,active,animate,animate,written,nat_sci,personal,non-imperative,4,1
47,A0G,"few years now but it has been a bit reluctant to bloom . But this year , it has finally decided to flower profusely , forming brownish clouds which drift hazily over the bush . And those flowers are literally buzzing with honey-making , pollinating bees and greenfly-eating hoverflies . Just",<<< let anyone come near >>>,"it with a sprayer ! Tune in to &hellip; BBC Gardeners ' World , on Fridays at 8.30pm ( repeated on Tuesday , 5.30pm ) where Geoff Hamilton passes on more organic gardening advice from Barnsdale every week Geoff 's Barnsdale buddies make short work of kitchen waste Wildlife will","few_DT0 years_NN2 now_AV0 but_CJC it_PNP has_VHZ been_VBN a_AV0 bit reluctant_AJ0 to_TO0 bloom_VVI ._PUN But_CJC this_DT0 year_NN1 ,_PUN it_PNP has_VHZ finally_AV0 decided_VVN to_TO0 flower_VVI profusely_AV0 ,_PUN forming_VVG brownish_AJ0 clouds_NN2 which_DTQ drift_VVB hazily_AV0 over_PRP-AVP the_AT0 bush_NN1 ._PUN And_CJC those_DT0 flowers_NN2 are_VBB literally_AV0 buzzing_VVG-AJ0 with_PRP honey-making_NN1-AJ0 ,_PUN pollinating_AJ0 bees_NN2 and_CJC greenfly-eating_AJ0-NN1 hoverflies_NN2 ._PUN Just_AV0",<<< let_VVB anyone_PNI come_VVI near_AV0 >>>,"it_PNP with_PRP a_AT0 sprayer_NN1 !_PUN Tune_VVB in_AVP to_PRP &hellip;_PUN BBC_NP0 Gardeners_NN2 '_POS World_NN1 ,_PUN on_PRP Fridays_NN2 at_PRP 8.30pm_AV0 (_PUL repeated_VVN on_PRP Tuesday_NP0 ,_PUN 5.30pm_AV0 )_PUR where_AVQ-CJS Geoff_NP0 Hamilton_NP0 passes_VVZ on_PRP more_AV0 organic_AJ0 gardening_NN1 advice_NN1 from_PRP Barnsdale_NP0 every_AT0 week_NN1 Geoff_NP0 's_POS Barnsdale_NP0 buddies_NN2 make_VVB short_AJ0 work_NN1 of_PRF kitchen_NN1 waste_NN1-VVB Wildlife_NN1 will_NN1",450684,450687,let,anyone,come,verb,control,active,inanimate,animate,written,nat_sci,personal,imperative,4,1
48,A0H,"n't try to move to the correct position too quickly . It is only rapid movements up that become uncontrollable . Release immediately if the towplane goes out of sight , or you become very badly out of position . just concentrate on flying the tow smoothly and accurately and do n't",<<< let yourself be distracted >>>,"for a moment . Low &bquo; g &equo; sensitivity Everyone is aware of the sensation experienced in a lift as it starts to descend , and in a car when it goes over a humped-back bridge . On the ground the feeling only lasts a fraction of a second ,","n't_XX0 try_VVI to_TO0 move_VVI to_PRP the_AT0 correct_AJ0 position_NN1 too_AV0 quickly_AV0 ._PUN It_PNP is_VBZ only_AV0-AJ0 rapid_AJ0 movements_NN2 up_AVP that_CJT become_VVB uncontrollable_AJ0 ._PUN Release_VVB-NN1 immediately_AV0 if_CJS the_AT0 towplane_NN1 goes_VVZ out_PRP of sight_NN1 ,_PUN or_CJC you_PNP become_VVB very_AV0 badly_AV0 out_PRP of position_NN1 ._PUN just_AV0 concentrate_VVB on_PRP-AVP flying_VVG the_AT0 tow_NN1 smoothly_AV0 and_CJC accurately_AV0 and_CJC do_VDB n't_XX0",<<< let_VVI yourself_PNX be_VBI distracted_VVN >>>,"for_PRP a_AT0 moment_NN1 ._PUN Low_AJ0 &bquo;_PUQ g_ZZ0 &equo;_PUQ sensitivity_NN1 Everyone_PNI is_VBZ aware_AJ0 of_PRF the_AT0 sensation_NN1 experienced_VVN-VVD in_PRP-AVP a_AT0 lift_NN1 as_CJS it_PNP starts_VVZ to_TO0 descend_VVI ,_PUN and_CJC in_PRP a_AT0 car_NN1 when_CJS it_PNP goes_VVZ over_AVP-PRP a_AT0 humped-back_NN1-AJ0 bridge_NN1 ._PUN On_PRP the_AT0 ground_NN1 the_AT0 feeling_NN1 only_AV0 lasts_VVZ a_AT0 fraction_NN1 of_PRF a_AT0 second_NN1 ,_PUN",498478,498481,let,yourself,distract,verb,no control,passive,animate,animate,written,leisure,personal,non-imperative,8,1
